FIELD QUAD_LI26_701_BCTRL
Jun/30/2017 21:26:27 -07:00	-14.46058812619404	0	0	8613565
Jul/01/2017 03:02:37 -07:00	-14.48857142857143	0	0	871280381
Jul/01/2017 03:02:49 -07:00	-14.717142857142857	0	0	886068776
Jul/01/2017 03:02:55 -07:00	-14.46058812619404	0	0	970558571
Jul/01/2017 03:03:19 -07:00	-14.48857142857143	0	0	215536628
Jul/01/2017 03:03:31 -07:00	-14.717142857142857	0	0	219182233
Jul/01/2017 03:03:43 -07:00	-14.945714285714287	0	0	310550876
Jul/01/2017 03:03:55 -07:00	-15.174285714285714	0	0	297637463
Jul/01/2017 03:04:07 -07:00	-15.402857142857144	0	0	250650502
Jul/01/2017 03:04:19 -07:00	-15.345714285714287	0	0	461799030
Jul/01/2017 03:04:31 -07:00	-15.117142857142857	0	0	342045992
Jul/01/2017 03:04:43 -07:00	-14.88857142857143	0	0	492346272
Jul/01/2017 03:04:55 -07:00	-14.66	0	0	802323552
Jul/01/2017 03:05:08 -07:00	-14.431428571428572	0	0	505380105
Jul/01/2017 03:05:20 -07:00	-14.202857142857145	0	0	749158508
Jul/01/2017 03:05:33 -07:00	-13.974285714285715	0	0	96467285
Jul/01/2017 03:05:45 -07:00	-13.745714285714287	0	0	603506433
Jul/01/2017 03:05:57 -07:00	-13.517142857142858	0	0	852011021
Jul/01/2017 03:06:11 -07:00	-13.574285714285715	0	0	167161026
Jul/01/2017 03:06:24 -07:00	-13.802857142857144	0	0	567365576
Jul/01/2017 03:06:37 -07:00	-14.031428571428572	0	0	874319440
Jul/01/2017 03:06:50 -07:00	-14.260000000000002	0	0	954216335
Jul/01/2017 03:07:04 -07:00	-14.46058812619404	0	0	32139228
Jul/01/2017 03:07:32 -07:00	-14.319626122601335	0	0	12777978
Jul/01/2017 09:16:56 -07:00	-15.1152432	0	0	252590022
Jul/01/2017 09:52:31 -07:00	-15.1152432	0	0	897619670
Jul/01/2017 09:52:42 -07:00	-15.49312428	0	0	9022941
Jul/01/2017 09:52:52 -07:00	-14.8082148225	0	0	115716692
Jul/01/2017 09:53:02 -07:00	-15.3750364425	0	0	244599313
Jul/01/2017 09:53:12 -07:00	-15.3750364425	0	0	353501156
Jul/01/2017 09:53:22 -07:00	-15.098637097851563	0	0	451648594
Jul/01/2017 09:53:33 -07:00	-15.239235429375	0	0	605807524
Jul/01/2017 09:53:43 -07:00	-15.200557049787598	0	0	798688647
Jul/01/2017 09:53:53 -07:00	-15.210405390922851	0	0	920008004
Jul/01/2017 09:54:04 -07:00	-15.214879812890626	0	0	4366663
Jul/01/2017 09:54:14 -07:00	-15.195944243635253	0	0	150691906
Jul/01/2017 09:54:20 -07:00	-15.193983801020508	0	0	230117766
Jul/01/2017 09:54:52 -07:00	-15.1152432	0	0	128258723
Jul/01/2017 11:33:23 -07:00	-15.105874854292093	0	0	150535736
Jul/01/2017 11:36:38 -07:00	-15.102676608132613	0	0	62123675
Jul/01/2017 12:59:31 -07:00	-15.086948646823375	0	0	933743768
Jul/01/2017 23:28:18 -07:00	-14.817538849558673	0	0	331438020
Jul/01/2017 23:28:31 -07:00	-16.43399763314689	0	0	70968602
Jul/01/2017 23:28:46 -07:00	-15.356358444088078	0	0	361753720
Jul/02/2017 01:15:10 -07:00	-14.990819683316182	0	0	38718020
Jul/02/2017 01:15:52 -07:00	-15.356358444088078	0	0	363400133
Jul/02/2017 11:51:21 -07:00	-15.378244829505789	0	0	62414475
Jul/02/2017 12:09:46 -07:00	-15.48136982950579	0	0	750627813
Jul/02/2017 12:09:58 -07:00	-15.188401079505788	0	0	237864128
Jul/02/2017 12:10:00 -07:00	-14.897776079505787	0	0	124454593
Jul/02/2017 12:10:14 -07:00	-14.895432329505788	0	0	687471054
Jul/02/2017 12:10:24 -07:00	-14.740744829505786	0	0	199457961
Jul/02/2017 12:10:34 -07:00	-15.378244829505789	0	0	337469843
Jul/02/2017 17:15:25 -07:00	-15.378244829505789	0	0	355245522
Jul/02/2017 17:15:35 -07:00	-15.762700950243433	0	0	472133068
Jul/02/2017 17:15:45 -07:00	-16.135142817208028	0	0	565363298
Jul/02/2017 17:15:55 -07:00	-16.29480098648897	0	0	658612892
Jul/02/2017 17:16:05 -07:00	-16.010109589442152	0	0	766799038
Jul/02/2017 17:16:15 -07:00	-15.949013545207764	0	0	884982364
Jul/02/2017 17:16:25 -07:00	-15.85660337218935	0	0	988650823
Jul/02/2017 17:16:36 -07:00	-16.003119164007114	0	0	183967949
Jul/02/2017 17:16:46 -07:00	-15.93648250399901	0	0	307240688
Jul/02/2017 17:16:56 -07:00	-15.980513169619423	0	0	449406879
Jul/02/2017 17:17:06 -07:00	-15.960101059326272	0	0	572871617
Jul/02/2017 17:17:14 -07:00	-15.963904502932944	0	0	653181959
Jul/02/2017 21:09:37 -07:00	-15.963904502932944	0	0	449034983
Jul/02/2017 21:09:47 -07:00	-16.36300211550627	0	0	702413875
Jul/02/2017 21:09:57 -07:00	-16.169689209416063	0	0	805695053
Jul/02/2017 21:10:07 -07:00	-16.31116619512321	0	0	930111181
Jul/02/2017 21:10:18 -07:00	-16.015448115494294	0	0	36187082
Jul/02/2017 21:10:28 -07:00	-16.24042770226964	0	0	148011384
Jul/02/2017 21:10:38 -07:00	-16.143966121105674	0	0	234017252
Jul/02/2017 21:10:48 -07:00	-16.190537455824828	0	0	356334410
Jul/02/2017 21:10:52 -07:00	-16.169689209416063	0	0	399259519
Jul/02/2017 23:12:18 -07:00	-16.169689209416063	0	0	307951038
Jul/02/2017 23:12:28 -07:00	-16.573931439651464	0	0	612162581
Jul/02/2017 23:12:38 -07:00	-16.024414657925217	0	0	810856884
Jul/02/2017 23:12:49 -07:00	-16.290340119197015	0	0	65498113
Jul/02/2017 23:12:59 -07:00	-16.540433618198957	0	0	242744654
Jul/02/2017 23:13:09 -07:00	-16.1840144328071	0	0	441666563
Jul/02/2017 23:13:19 -07:00	-16.276973955799704	0	0	645740375
Jul/02/2017 23:13:29 -07:00	-16.263090237934154	0	0	837266231
Jul/02/2017 23:13:40 -07:00	-16.074648860852417	0	0	60028135
Jul/02/2017 23:13:44 -07:00	-16.169689209416063	0	0	484242714
Jul/04/2017 09:22:10 -07:00	-16.160154887381932	0	0	593905392
Jul/04/2017 09:24:38 -07:00	-16.159920883484656	0	0	557719894
Jul/04/2017 09:24:38 -07:00	-16.159920883484656	0	0	603573324
Jul/04/2017 09:45:51 -07:00	-16.179367531878007	0	0	324439385
Jul/04/2017 09:51:19 -07:00	-16.179367531878007	0	0	281771083
Jul/04/2017 09:51:29 -07:00	-16.58385172017496	0	0	476035076
Jul/04/2017 09:51:39 -07:00	-16.558571458406398	0	0	622590402
Jul/04/2017 09:51:49 -07:00	-16.58385172017496	0	0	737707352
Jul/04/2017 09:51:59 -07:00	-16.90815007817476	0	0	856691859
Jul/04/2017 09:52:10 -07:00	-16.8451284099817	0	0	778857
Jul/04/2017 09:52:20 -07:00	-16.93479433844206	0	0	139815012
Jul/04/2017 09:52:30 -07:00	-16.89381276052723	0	0	266355402
Jul/04/2017 09:52:40 -07:00	-17.061049063735783	0	0	396813054
Jul/04/2017 09:52:50 -07:00	-17.01786599318424	0	0	522706375
Jul/04/2017 09:53:00 -07:00	-16.99349383518677	0	0	613724126
Jul/04/2017 09:53:08 -07:00	-16.988335908471907	0	0	338910303
Jul/04/2017 11:48:39 -07:00	-17.12245434985458	0	0	608115911
Jul/04/2017 11:48:49 -07:00	-16.76480517283412	0	0	673026554
Jul/04/2017 11:48:59 -07:00	-16.407155995813657	0	0	744299489
